date,price,open,high,low,change_pct
2022-09-02,1711.44,1696.35,1718.31,1694.64,0.91
2022-09-05,1710.21,1712.99,1716.34,1707.47,-0.07
2022-09-06,1701.15,1710.56,1727.24,1699.3,-0.53
2022-09-07,1717.69,1701.61,1719.82,1690.9,0.97
2022-09-08,1707.28,1718.4,1728.8,1703.5,-0.61
2022-09-09,1716.05,1708.84,1729.94,1708.22,0.51
2022-09-12,1724.07,1717.05,1735.37,1711.97,0.4699999999999999
2022-09-13,1701.55,1724.75,1732.34,1696.7,-1.31
2022-09-14,1695.8,1701.86,1707.49,1693.26,-0.34
2022-09-15,1663.74,1696.06,1698.62,1660.04,-1.8900000000000001
2022-09-16,1674.94,1664.27,1680.69,1653.85,0.67
2022-09-19,1675.78,1675.44,1680.16,1659.67,0.05
2022-09-20,1663.11,1675.47,1679.34,1659.6,-0.76
2022-09-21,1673.74,1663.67,1688.15,1654.15,0.64
2022-09-22,1670.53,1675.06,1685.49,1655.53,-0.19
2022-09-23,1643.09,1671.55,1676.59,1639.59,-1.6399999999999997
2022-09-26,1621.57,1645.4,1650.02,1620.8,-1.31
2022-09-27,1628.8,1621.99,1642.94,1621.77,0.45000000000000007
2022-09-28,1659.44,1629.26,1663.17,1614.35,1.8799999999999997
2022-09-29,1660.29,1659.88,1665.12,1641.05,0.05
2022-09-30,1659.67,1661.13,1675.57,1658.93,-0.04
2022-10-03,1699.22,1661.3,1701.8,1659.1,2.38
2022-10-04,1726.24,1699.4,1729.73,1694.73,1.59
2022-10-05,1715.81,1726.42,1728.1,1700.15,-0.6
2022-10-06,1710.85,1716.06,1726.09,1706.53,-0.29
2022-10-07,1694.52,1711.1,1715.4,1690.35,-0.95
2022-10-10,1667.96,1696.8,1700.33,1665.3,-1.5700000000000003
2022-10-11,1665.31,1668.4,1684.44,1660.45,-0.16
2022-10-12,1672.51,1666.49,1678.9,1660.95,0.43
2022-10-13,1665.8,1673.3,1682.84,1642.25,-0.4
2022-10-14,1641.76,1665.9,1672.02,1639.9,-1.44
2022-10-17,1649.94,1644.09,1668.69,1643.69,0.5
2022-10-18,1651.83,1650.49,1661.27,1645.61,0.11
2022-10-19,1628.49,1651.99,1654.9,1627.25,-1.41
2022-10-20,1627.66,1629.93,1645.83,1621.93,-0.05
2022-10-21,1656.66,1628.1,1659.08,1617.21,1.78
2022-10-24,1648.6,1658.19,1670.55,1643.64,-0.49
2022-10-25,1652.52,1649.7,1662.89,1637.82,0.24
2022-10-26,1664.49,1653.21,1675.12,1649.15,0.72
2022-10-27,1662.94,1664.5,1671.09,1654.81,-0.09
2022-10-28,1641.76,1663.3,1667.44,1637.39,-1.27
2022-10-31,1633.12,1643.69,1645.8,1631.77,-0.53
2022-11-01,1647.5,1633.4,1657.13,1630.93,0.88
2022-11-02,1634.89,1647.77,1669.6,1634.4,-0.77
2022-11-03,1629.15,1635.8,1641.32,1616.18,-0.35
2022-11-04,1680.27,1629.4,1682.17,1628.23,3.1400000000000006
2022-11-07,1674.68,1681.3,1682.08,1666.44,-0.33
2022-11-08,1712.52,1674.75,1717.31,1664.32,2.26
2022-11-09,1706.32,1712.6,1722.94,1701.79,-0.36
2022-11-10,1754.75,1706.4,1757.59,1703.32,2.84
2022-11-11,1770.69,1754.92,1773.17,1746.85,0.91
2022-11-14,1771.8,1771.42,1775.36,1752.9,0.06
2022-11-15,1778.25,1771.88,1786.68,1766.56,0.36
2022-11-16,1773.77,1778.34,1785.49,1769.82,-0.25
2022-11-17,1760.87,1773.82,1775.2,1754.13,-0.73
2022-11-18,1749.74,1760.74,1767.98,1747.04,-0.63
2022-11-21,1737.81,1750.82,1753.52,1732.03,-0.68
2022-11-22,1740.24,1738.48,1749.98,1736.61,0.14
2022-11-23,1749.28,1740.3,1753.54,1728.25,0.52
2022-11-24,1754.96,1749.53,1759.08,1749.03,0.32
2022-11-25,1756.14,1756.48,1761.58,1745.46,0.07
2022-11-28,1740.75,1755.0,1764.08,1739.14,-0.88
2022-11-29,1749.73,1740.82,1759.33,1738.98,0.52
2022-11-30,1768.45,1749.82,1770.39,1744.41,1.07
2022-12-01,1802.89,1768.54,1804.32,1767.36,1.95
2022-12-02,1797.82,1803.15,1804.93,1778.26,-0.28
2022-12-05,1768.39,1797.92,1810.33,1765.32,-1.6399999999999997
2022-12-06,1770.91,1768.67,1781.46,1765.72,0.14
2022-12-07,1786.22,1771.14,1790.92,1768.32,0.86
2022-12-08,1789.23,1786.29,1795.18,1780.96,0.17
2022-12-09,1796.63,1789.3,1806.45,1787.96,0.4099999999999999
2022-12-12,1781.15,1797.35,1798.0,1777.22,-0.86
2022-12-13,1810.29,1781.21,1824.87,1779.81,1.6399999999999997
2022-12-14,1807.27,1810.49,1814.19,1796.07,-0.17
2022-12-15,1776.66,1807.4,1809.09,1772.0,-1.69
2022-12-16,1792.34,1776.72,1794.69,1773.89,0.88
2022-12-19,1787.44,1793.13,1799.1,1783.48,-0.27
2022-12-20,1817.41,1787.49,1821.6,1784.21,1.68
2022-12-21,1814.13,1818.06,1824.39,1811.24,-0.18
2022-12-22,1792.57,1814.2,1821.1,1784.11,-1.19
2022-12-23,1797.91,1792.65,1803.6,1789.62,0.3
2022-12-26,1797.61,1798.57,1798.78,1798.04,-0.02
2022-12-27,1813.93,1796.67,1833.39,1796.2,0.91
2022-12-28,1804.09,1814.0,1815.18,1796.56,-0.54
2022-12-29,1814.89,1804.16,1820.52,1802.02,0.6
2022-12-30,1824.4,1815.14,1826.73,1809.84,0.52
2023-01-02,1823.69,1823.85,1823.94,1823.85,-0.04
2023-01-03,1839.49,1826.14,1850.69,1824.42,0.8699999999999999
2023-01-04,1854.09,1839.51,1865.49,1835.92,0.79
2023-01-05,1833.19,1854.19,1859.36,1824.68,-1.13
2023-01-06,1865.71,1833.27,1870.37,1830.53,1.77
2023-01-09,1871.59,1865.45,1881.8,1864.59,0.32
2023-01-10,1877.27,1871.66,1881.04,1867.37,0.3
2023-01-11,1876.38,1877.3,1887.09,1866.75,-0.05
2023-01-12,1896.86,1876.43,1901.88,1873.64,1.09
2023-01-13,1920.21,1897.03,1922.24,1891.8,1.23
2023-01-16,1918.0,1920.39,1929.24,1910.74,-0.12
2023-01-17,1908.39,1917.81,1919.83,1903.51,-0.5
2023-01-18,1903.76,1908.46,1926.3,1896.56,-0.24
2023-01-19,1931.39,1903.83,1935.4,1900.48,1.45
2023-01-20,1926.57,1931.48,1937.72,1920.58,-0.25
2023-01-23,1931.3,1926.2,1935.69,1911.44,0.25
2023-01-24,1937.45,1931.35,1942.93,1916.82,0.32
2023-01-25,1945.93,1937.54,1948.12,1919.88,0.44
2023-01-26,1928.99,1946.09,1949.27,1918.74,-0.8699999999999999
2023-01-27,1927.34,1929.4,1935.15,1916.65,-0.09
2023-01-30,1922.52,1928.4,1934.61,1920.58,-0.25
2023-01-31,1927.88,1922.82,1931.15,1900.74,0.28
2023-02-01,1950.42,1927.92,1954.63,1920.56,1.17
2023-02-02,1912.37,1950.54,1959.77,1911.33,-1.95
2023-02-03,1865.53,1912.57,1918.72,1861.41,-2.45
2023-02-06,1867.36,1865.17,1881.54,1860.39,0.1
2023-02-07,1873.81,1867.39,1884.45,1864.94,0.35
2023-02-08,1875.59,1874.05,1886.28,1867.4,0.09
2023-02-09,1861.39,1875.64,1890.69,1858.89,-0.76
2023-02-10,1864.67,1861.68,1872.31,1852.69,0.18
2023-02-13,1853.39,1865.69,1866.83,1850.42,-0.6
2023-02-14,1854.29,1853.67,1871.03,1843.2,0.05
2023-02-15,1836.19,1854.35,1860.18,1830.2,-0.98
2023-02-16,1837.44,1836.56,1845.45,1827.18,0.07
2023-02-17,1841.59,1837.52,1843.77,1818.34,0.22999999999999998
2023-02-20,1841.14,1842.73,1847.86,1837.09,-0.02
2023-02-21,1834.32,1841.71,1844.44,1829.7,-0.37
2023-02-22,1825.04,1834.71,1846.26,1823.05,-0.51
2023-02-23,1822.64,1825.12,1834.43,1817.55,-0.13
2023-02-24,1810.81,1822.74,1827.98,1808.91,-0.65
2023-02-27,1817.31,1812.01,1820.22,1806.68,0.36
2023-02-28,1827.15,1817.38,1831.27,1804.65,0.54
2023-03-01,1836.81,1827.24,1845.05,1823.05,0.53
2023-03-02,1836.0,1837.2,1838.94,1829.44,-0.04
2023-03-03,1854.97,1836.1,1856.47,1834.51,1.03
2023-03-06,1846.85,1855.35,1858.84,1845.08,-0.44
2023-03-07,1813.52,1846.92,1852.26,1812.72,-1.8000000000000003
2023-03-08,1813.59,1813.61,1824.38,1809.4,0.0
2023-03-09,1830.89,1813.65,1835.56,1811.84,0.95
2023-03-10,1867.83,1830.96,1870.28,1827.71,2.02
2023-03-13,1913.23,1869.01,1914.79,1869.01,2.43
2023-03-14,1902.12,1913.19,1914.52,1895.17,-0.58
2023-03-15,1918.1,1903.91,1937.46,1885.78,0.84
2023-03-16,1919.12,1920.54,1934.12,1907.55,0.05
2023-03-17,1987.93,1920.0,1989.8,1918.33,3.5900000000000003
2023-03-20,1978.71,1987.59,2010.19,1965.77,-0.45999999999999996
2023-03-21,1940.15,1979.17,1985.3,1935.41,-1.95
2023-03-22,1969.58,1940.44,1978.93,1934.33,1.52
2023-03-23,1993.5,1967.91,2003.43,1964.39,1.21
2023-03-24,1977.22,1993.99,2003.19,1975.18,-0.8199999999999998
2023-03-27,1956.56,1977.66,1979.89,1943.68,-1.04
2023-03-28,1973.69,1957.23,1975.45,1948.66,0.88
2023-03-29,1964.04,1972.82,1974.64,1958.62,-0.49
2023-03-30,1980.25,1962.58,1984.4,1955.44,0.83
2023-03-31,1967.9,1978.62,1987.84,1966.89,-0.62
2023-04-03,1984.11,1970.84,1990.64,1949.82,0.8199999999999998
2023-04-04,2019.97,1984.59,2025.19,1977.01,1.81
2023-04-05,2020.35,2020.44,2032.2,2009.99,0.02
2023-04-06,2008.02,2020.13,2021.63,2000.88,-0.61
2023-04-10,1989.95,2008.3,2011.17,1981.59,-0.9000000000000001
2023-04-11,2003.14,1990.36,2007.58,1988.72,0.66
2023-04-12,2014.67,2003.67,2028.4,2001.18,0.58
2023-04-13,2039.73,2014.0,2048.84,2012.45,1.24
2023-04-14,2003.04,2040.4,2047.6,1992.41,-1.8000000000000003
2023-04-17,1994.77,2001.85,2015.13,1981.34,-0.4099999999999999
2023-04-18,2004.93,1995.19,2011.98,1991.33,0.51
2023-04-19,1993.26,2007.49,2008.33,1969.28,-0.58
2023-04-20,2004.34,1993.58,2012.74,1990.49,0.56
2023-04-21,1982.89,2004.29,2005.75,1971.65,-1.07
2023-04-24,1988.88,1981.34,1990.97,1974.19,0.3
2023-04-25,1997.87,1991.45,2003.9,1976.14,0.45000000000000007
2023-04-26,1989.48,2000.63,2009.51,1983.43,-0.42
2023-04-27,1987.87,1987.58,2003.45,1973.8,-0.08
2023-04-28,1989.65,1986.75,1995.13,1976.08,0.09
2023-05-01,1982.05,1991.34,2006.05,1977.05,-0.38
2023-05-02,2016.28,1982.81,2019.54,1978.38,1.73
2023-05-03,2039.02,2014.8,2040.69,2007.96,1.13
2023-05-04,2051.11,2036.86,2073.29,2030.34,0.59
2023-05-05,2016.54,2051.73,2053.13,1999.3,-1.69
2023-05-08,2021.39,2015.95,2029.63,2014.1,0.24
2023-05-09,2034.17,2022.24,2037.7,2019.5,0.63
2023-05-10,2029.51,2034.19,2048.22,2021.57,-0.22999999999999998
2023-05-11,2015.55,2030.56,2041.44,2011.19,-0.69
2023-05-12,2011.15,2015.19,2022.56,2001.05,-0.22
2023-05-15,2020.6,2011.72,2022.2,2007.28,0.4699999999999999
2023-05-16,1988.6,2015.9,2018.94,1985.47,-1.58
2023-05-17,1981.72,1988.94,1993.13,1974.8,-0.35
2023-05-18,1958.05,1981.52,1986.12,1951.97,-1.19
2023-05-19,1976.56,1957.4,1984.09,1954.05,0.9399999999999998
2023-05-22,1969.43,1977.8,1982.66,1968.4,-0.36
2023-05-23,1974.73,1971.99,1977.8,1954.29,0.27
2023-05-24,1957.01,1975.19,1985.3,1956.51,-0.9000000000000001
2023-05-25,1940.34,1958.13,1964.95,1938.86,-0.8500000000000001
2023-05-26,1946.33,1940.69,1957.4,1936.84,0.31
2023-05-29,1942.84,1944.09,1949.75,1940.3,-0.18
2023-05-30,1959.14,1944.19,1963.63,1932.08,0.84
2023-05-31,1962.3,1959.3,1975.34,1953.67,0.16
2023-06-01,1977.88,1962.8,1983.27,1953.43,0.79
2023-06-02,1947.63,1978.14,1983.52,1947.67,-1.53
2023-06-05,1961.76,1947.59,1964.13,1938.14,0.73
2023-06-06,1962.85,1962.11,1966.85,1954.0,0.06
2023-06-07,1939.63,1963.59,1970.26,1939.8,-1.18
2023-06-08,1967.76,1940.59,1970.5,1939.81,1.45
2023-06-09,1960.6,1968.1,1973.09,1956.73,-0.36
2023-06-12,1956.92,1960.25,1967.55,1948.8,-0.19
2023-06-13,1943.33,1957.69,1970.74,1939.99,-0.69
2023-06-14,1942.99,1943.49,1960.41,1939.73,-0.02
2023-06-15,1957.65,1943.44,1960.34,1925.3,0.75
2023-06-16,1957.36,1957.68,1968.0,1953.42,-0.01
2023-06-19,1950.12,1957.99,1958.93,1947.8,-0.37
2023-06-20,1935.91,1950.9,1956.87,1929.77,-0.73
2023-06-21,1932.26,1935.42,1939.55,1919.34,-0.19
2023-06-22,1913.52,1932.09,1935.0,1912.34,-0.97
2023-06-23,1921.36,1913.8,1937.1,1910.24,0.4099999999999999
2023-06-26,1922.85,1924.3,1933.48,1921.59,0.08
2023-06-27,1913.35,1923.21,1930.85,1911.19,-0.49
2023-06-28,1907.42,1913.59,1917.24,1902.84,-0.31
2023-06-29,1908.15,1908.8,1913.15,1893.01,0.04
2023-06-30,1919.57,1908.53,1922.9,1900.56,0.6
2023-07-03,1921.43,1919.4,1931.09,1910.1,0.1
2023-07-04,1925.09,1921.78,1930.84,1919.9,0.19
2023-07-05,1917.32,1925.9,1935.17,1914.48,-0.4
2023-07-06,1910.8,1916.05,1927.69,1902.68,-0.34
2023-07-07,1924.28,1911.07,1934.92,1909.56,0.71
2023-07-10,1924.99,1925.19,1928.31,1912.68,0.04
2023-07-11,1931.99,1925.4,1938.69,1924.4,0.36
2023-07-12,1957.09,1932.59,1959.82,1932.18,1.3
2023-07-13,1960.19,1957.44,1963.69,1952.71,0.16
2023-07-14,1954.93,1961.58,1963.81,1951.0,-0.27
2023-07-17,1954.74,1954.9,1959.91,1945.82,-0.01
2023-07-18,1978.71,1954.59,1984.39,1954.44,1.23
2023-07-19,1977.25,1978.97,1981.05,1969.75,-0.07
2023-07-20,1969.62,1976.8,1987.59,1965.4,-0.39
2023-07-21,1960.23,1969.99,1973.89,1956.82,-0.48
2023-07-24,1954.51,1962.09,1967.97,1953.42,-0.29
2023-07-25,1964.58,1955.2,1966.03,1953.21,0.52
2023-07-26,1972.1,1964.99,1978.31,1961.99,0.38
2023-07-27,1944.99,1972.08,1982.24,1942.61,-1.38
2023-07-28,1959.2,1944.27,1963.71,1944.27,0.73
2023-07-31,1964.19,1959.49,1972.44,1951.0,0.25
2023-08-01,1944.08,1965.1,1966.24,1941.2,-1.02
2023-08-02,1933.56,1945.74,1955.4,1933.0,-0.54
2023-08-03,1933.74,1934.66,1939.03,1929.55,0.01
2023-08-04,1941.62,1934.12,1947.19,1929.75,0.4099999999999999
2023-08-07,1936.39,1942.59,1946.81,1931.53,-0.27
2023-08-08,1924.82,1936.76,1938.15,1922.5,-0.6
2023-08-09,1914.59,1925.16,1932.48,1914.05,-0.53
2023-08-10,1912.06,1914.94,1930.11,1911.73,-0.13
2023-08-11,1913.32,1912.65,1921.15,1910.94,0.07
2023-08-14,1907.9,1913.67,1916.55,1902.2,-0.28
2023-08-15,1901.56,1907.4,1912.19,1896.15,-0.33
2023-08-16,1891.76,1901.59,1907.9,1891.3,-0.52
2023-08-17,1888.89,1892.2,1903.9,1884.5,-0.15
2023-08-18,1888.19,1889.49,1897.44,1886.2,-0.04
2023-08-21,1893.94,1889.4,1899.05,1884.5,0.3
2023-08-22,1897.47,1895.09,1905.05,1888.6,0.19
2023-08-23,1914.31,1897.8,1920.94,1897.23,0.89
2023-08-24,1917.43,1914.15,1923.94,1911.35,0.16
2023-08-25,1914.53,1917.8,1923.09,1903.4,-0.15
2023-08-28,1919.66,1916.09,1926.19,1912.83,0.27
2023-08-29,1937.12,1920.23,1938.41,1914.0,0.91
2023-08-30,1942.24,1937.48,1949.04,1934.94,0.26
2023-08-31,1939.74,1942.61,1948.19,1938.86,-0.13
2023-09-01,1938.8,1940.19,1953.44,1934.59,-0.05
2023-09-04,1938.19,1940.49,1946.42,1936.15,-0.03
2023-09-05,1925.81,1938.59,1939.13,1925.22,-0.64
2023-09-06,1916.28,1926.16,1929.8,1914.8,-0.5
2023-09-07,1919.19,1916.86,1923.67,1916.1,0.15
2023-09-08,1917.81,1919.57,1930.19,1917.36,-0.07
2023-09-11,1921.66,1919.16,1930.9,1916.9,0.2
2023-09-12,1913.26,1922.9,1925.05,1907.15,-0.44
2023-09-13,1906.3,1913.55,1916.3,1905.5,-0.36
2023-09-14,1910.32,1906.68,1912.99,1900.95,0.21
2023-09-15,1923.57,1910.9,1930.84,1909.74,0.69
2023-09-18,1933.14,1924.19,1934.61,1922.15,0.5
2023-09-19,1930.94,1933.68,1937.94,1929.71,-0.11
2023-09-20,1929.68,1931.69,1947.8,1927.9,-0.07
2023-09-21,1919.57,1930.99,1931.74,1913.4,-0.52
2023-09-22,1924.99,1920.08,1929.65,1919.58,0.28
2023-09-25,1915.66,1925.24,1927.26,1915.0,-0.48
2023-09-26,1900.49,1916.03,1916.89,1899.17,-0.79
2023-09-27,1874.7,1900.69,1903.95,1872.47,-1.36
2023-09-28,1864.56,1875.73,1880.15,1857.76,-0.54
2023-09-29,1848.31,1865.43,1880.24,1846.34,-0.8699999999999999
2023-10-02,1827.4,1848.13,1849.06,1826.6,-1.13
2023-10-03,1822.81,1827.96,1833.36,1814.7,-0.25
2023-10-04,1821.08,1824.3,1831.05,1816.15,-0.1
2023-10-05,1820.01,1820.49,1829.3,1812.7,-0.06
2023-10-06,1832.26,1820.4,1834.97,1810.1,0.67
2023-10-09,1860.88,1832.74,1864.15,1832.63,1.56
2023-10-10,1860.09,1861.27,1865.65,1852.65,-0.04
2023-10-11,1873.61,1859.99,1877.22,1858.6,0.73
2023-10-12,1868.65,1874.1,1885.3,1866.92,-0.26
2023-10-13,1931.7,1869.02,1933.76,1868.94,3.37
2023-10-16,1919.44,1929.3,1931.8,1907.65,-0.63
2023-10-17,1923.07,1920.14,1931.56,1911.85,0.19
2023-10-18,1947.69,1923.7,1962.74,1923.05,1.28
2023-10-19,1973.7,1947.99,1977.86,1945.18,1.34
2023-10-20,1981.04,1974.31,1997.27,1971.93,0.37
2023-10-23,1972.59,1972.9,1983.4,1964.36,-0.43
2023-10-24,1970.11,1972.97,1980.99,1953.5,-0.13
2023-10-25,1979.62,1971.36,1987.19,1963.34,0.48
2023-10-26,1984.82,1979.97,1994.05,1971.6,0.26
2023-10-27,2005.78,1985.17,2009.48,1976.35,1.06
2023-10-30,1995.88,2004.8,2007.37,1990.5,-0.49
2023-10-31,1982.7,1996.0,2007.8,1978.9,-0.66
2023-11-01,1982.15,1983.01,1992.09,1969.9,-0.03
2023-11-02,1985.51,1983.53,1991.49,1978.9,0.17
2023-11-03,1992.27,1985.69,2004.06,1983.26,0.34
2023-11-06,1977.68,1992.3,1993.3,1977.52,-0.73
2023-11-07,1968.4,1978.19,1978.75,1956.2,-0.4699999999999999
2023-11-08,1949.79,1968.84,1971.12,1947.48,-0.95
2023-11-09,1958.19,1950.09,1965.69,1944.3,0.43
2023-11-10,1936.79,1958.4,1960.93,1933.18,-1.09
2023-11-13,1945.89,1937.05,1949.27,1931.73,0.4699999999999999
2023-11-14,1962.67,1946.19,1970.84,1943.4,0.86
2023-11-15,1959.09,1963.05,1975.59,1955.41,-0.18
2023-11-16,1980.85,1959.44,1988.03,1956.49,1.11
2023-11-17,1980.01,1981.21,1993.94,1978.59,-0.04
2023-11-20,1977.19,1980.39,1985.26,1965.2,-0.14
2023-11-21,1998.37,1977.49,2007.52,1977.34,1.07
2023-11-22,1989.72,1998.69,2006.9,1986.89,-0.43
2023-11-23,1991.79,1990.15,1999.19,1989.01,0.1
2023-11-24,2001.97,1994.06,2003.68,1991.4,0.51
2023-11-27,2013.64,2002.78,2018.14,2000.67,0.58
2023-11-28,2040.89,2013.94,2043.0,2011.6,1.35
2023-11-29,2044.59,2041.24,2052.09,2035.05,0.18
2023-11-30,2035.75,2044.8,2047.59,2031.84,-0.43
2023-12-01,2070.9,2034.49,2075.34,2033.75,1.73
2023-12-04,2029.74,2071.25,2135.9,2020.34,-1.9900000000000002
2023-12-05,2019.42,2030.15,2041.33,2010.02,-0.51
2023-12-06,2024.9,2019.74,2036.3,2017.27,0.27
2023-12-07,2028.34,2025.3,2039.93,2020.26,0.17
2023-12-08,2003.39,2028.69,2034.19,1994.74,-1.23
2023-12-11,1981.3,2003.6,2008.72,1975.95,-1.1
2023-12-12,1979.44,1981.59,1996.8,1977.19,-0.09
2023-12-13,2026.39,1979.74,2027.55,1973.09,2.37
2023-12-14,2035.53,2026.59,2047.98,2024.33,0.45000000000000007
2023-12-15,2018.19,2035.8,2045.55,2015.68,-0.8500000000000001
2023-12-18,2027.0,2020.09,2033.71,2015.99,0.44
2023-12-19,2040.12,2027.3,2047.07,2021.74,0.65
2023-12-20,2029.19,2040.34,2043.94,2029.37,-0.54
2023-12-21,2045.49,2029.44,2046.07,2029.44,0.8
2023-12-22,2052.98,2045.84,2070.65,2045.65,0.37
2023-12-25,2054.93,2054.32,2058.36,2053.96,0.1
2023-12-26,2066.6,2055.73,2068.65,2053.59,0.57
2023-12-27,2077.16,2066.7,2084.59,2061.0,0.51
2023-12-28,2064.86,2077.34,2088.54,2065.89,-0.59
2023-12-29,2062.59,2065.15,2075.15,2057.75,-0.11
2024-01-01,2063.8,2064.24,2074.9,2063.3,0.06
2024-01-02,2058.88,2062.9,2079.02,2056.04,-0.24
2024-01-03,2040.78,2059.15,2066.12,2030.68,-0.88
2024-01-04,2043.26,2041.34,2051.4,2036.24,0.12
2024-01-05,2045.5,2043.69,2064.03,2024.49,0.11
2024-01-08,2027.84,2044.08,2046.71,2016.84,-0.86
2024-01-09,2029.59,2028.4,2042.09,2026.11,0.09
2024-01-10,2023.4,2029.94,2040.44,2020.45,-0.31
2024-01-11,2028.09,2023.74,2039.69,2013.32,0.22999999999999998
2024-01-12,2048.72,2028.3,2062.35,2027.99,1.02
2024-01-15,2054.49,2048.09,2059.25,2045.8,0.28
2024-01-16,2027.59,2054.91,2055.65,2024.29,-1.31
2024-01-17,2005.72,2027.9,2033.05,2001.91,-1.08
2024-01-18,2022.67,2006.09,2023.45,2005.43,0.8500000000000001
2024-01-19,2029.09,2023.05,2039.49,2020.37,0.32
2024-01-22,2020.99,2029.9,2032.28,2016.74,-0.4
2024-01-23,2028.69,2021.24,2037.92,2019.59,0.38
2024-01-24,2012.59,2028.94,2036.74,2011.28,-0.79
2024-01-25,2019.75,2012.84,2025.27,2010.15,0.36
2024-01-26,2018.34,2019.94,2026.8,2015.97,-0.07
2024-01-29,2031.75,2019.4,2037.75,2017.38,0.66
2024-01-30,2036.12,2031.97,2048.48,2029.19,0.21
2024-01-31,2037.19,2036.58,2056.08,2031.0,0.05
2024-02-01,2054.89,2037.59,2065.42,2029.55,0.8699999999999999
2024-02-02,2038.59,2055.09,2058.2,2027.45,-0.79
2024-02-05,2024.67,2039.91,2042.32,2014.4,-0.68
2024-02-06,2035.46,2024.99,2039.02,2022.55,0.53
2024-02-07,2034.22,2035.9,2044.65,2030.65,-0.06
2024-02-08,2033.18,2034.55,2038.94,2019.75,-0.05
2024-02-09,2024.16,2033.65,2037.44,2020.3,-0.44
2024-02-12,2019.79,2024.53,2028.09,2011.91,-0.22
2024-02-13,1992.13,2019.9,2030.05,1990.19,-1.37
2024-02-14,1992.39,1992.55,1996.14,1984.3,0.01
2024-02-15,2004.09,1992.69,2008.49,1990.25,0.59
2024-02-16,2013.1,2004.4,2015.25,1995.26,0.45000000000000007
2024-02-19,2017.63,2013.16,2023.34,2011.57,0.22
2024-02-20,2023.53,2017.99,2030.96,2015.02,0.29
2024-02-21,2024.99,2023.8,2032.22,2020.19,0.07
2024-02-22,2024.11,2025.24,2034.84,2019.7,-0.04
2024-02-23,2035.72,2024.49,2041.43,2015.55,0.57
2024-02-26,2030.66,2034.49,2037.59,2025.1,-0.25
2024-02-27,2029.64,2030.99,2039.99,2028.78,-0.05
2024-02-28,2034.62,2030.05,2038.3,2024.56,0.25
2024-02-29,2043.24,2034.92,2050.79,2027.75,0.42
2024-03-01,2083.39,2043.44,2088.4,2038.55,1.96
2024-03-04,2114.99,2082.09,2119.95,2079.45,1.52
2024-03-05,2127.55,2115.15,2142.15,2110.52,0.59
2024-03-06,2148.29,2127.95,2152.29,2123.65,0.98
2024-03-07,2159.16,2148.54,2164.54,2144.29,0.51
2024-03-08,2177.51,2159.4,2195.2,2154.08,0.8500000000000001
2024-03-11,2182.47,2177.71,2189.04,2174.8,0.22999999999999998
2024-03-12,2157.99,2183.0,2184.86,2150.59,-1.12
2024-03-13,2174.4,2158.25,2179.91,2155.54,0.76
2024-03-14,2161.01,2174.29,2177.1,2152.86,-0.62
2024-03-15,2155.54,2162.4,2173.25,2155.19,-0.25
2024-03-18,2159.99,2156.0,2163.64,2146.05,0.21
2024-03-19,2157.23,2160.7,2162.93,2146.9,-0.13
2024-03-20,2185.96,2158.29,2188.9,2149.6,1.33
2024-03-21,2180.81,2186.0,2222.9,2166.5,-0.24
2024-03-22,2164.15,2181.5,2186.25,2157.15,-0.76
2024-03-25,2171.45,2165.79,2181.3,2163.5,0.34
2024-03-26,2178.58,2171.82,2200.15,2167.75,0.33
2024-03-27,2194.02,2179.03,2197.71,2173.59,0.71
2024-03-28,2232.38,2194.19,2235.9,2187.33,1.7500000000000002
2024-04-01,2250.36,2239.59,2265.86,2228.54,0.8100000000000002
2024-04-02,2280.1,2250.88,2281.17,2246.79,1.32
2024-04-03,2299.17,2279.57,2301.22,2265.5,0.84
2024-04-04,2289.43,2299.62,2305.31,2280.15,-0.42
2024-04-05,2329.5,2289.88,2330.34,2267.85,1.7500000000000002
2024-04-08,2338.89,2322.0,2354.09,2302.86,0.4
2024-04-09,2352.58,2339.24,2365.34,2336.94,0.59
2024-04-10,2332.79,2352.91,2360.15,2319.54,-0.84
2024-04-11,2373.24,2333.17,2377.8,2325.84,1.73
2024-04-12,2343.43,2373.59,2431.53,2333.9,-1.26
2024-04-15,2382.51,2343.86,2387.59,2324.59,1.67
2024-04-16,2382.83,2382.86,2398.34,2362.95,0.01
2024-04-17,2360.81,2383.2,2395.63,2354.84,-0.9199999999999999
2024-04-18,2378.25,2360.74,2392.84,2360.7,0.74
2024-04-19,2390.45,2378.6,2417.79,2372.96,0.51
2024-04-22,2326.29,2388.2,2388.72,2325.29,-2.68
2024-04-23,2321.81,2326.62,2334.48,2291.4,-0.19
2024-04-24,2315.82,2322.19,2337.16,2311.9,-0.26
2024-04-25,2331.78,2316.2,2344.86,2305.28,0.69
2024-04-26,2337.72,2332.16,2352.62,2326.3,0.25
2024-04-29,2334.44,2337.5,2346.85,2320.08,-0.14
2024-04-30,2285.57,2335.1,2336.54,2284.94,-2.09
2024-05-01,2317.9,2285.91,2328.4,2281.66,1.41
2024-05-02,2303.29,2319.89,2326.57,2285.58,-0.63
2024-05-03,2301.56,2303.2,2321.64,2277.47,-0.08
2024-05-06,2323.57,2302.5,2331.99,2291.79,0.96
2024-05-07,2313.79,2322.5,2330.06,2310.06,-0.42
2024-05-08,2308.65,2314.7,2321.56,2303.85,-0.22
